datetime,wind_speed,solar_radiation,temperature,date,day_of_week,time,month,nuclear_power,not_renewable,renewable,energy_price,total_energy_feeding
2020-01-02 16:00:00,3.5,0,0.6,2020-01-02,Thursday,16:00:00,1,7998.9715,34509.02875,27064.28275,46.05,69572.283
2020-01-02 17:00:00,3.6,0,0.4,2020-01-02,Thursday,17:00:00,1,7930.85725,35083.573,29248.4325,46.72,72262.86275
2020-01-02 18:00:00,3.8,0,0.4,2020-01-02,Thursday,18:00:00,1,7895.041,35285.48175,30554.776,45.26,73735.29875
2020-01-02 19:00:00,3.8,0,0.5,2020-01-02,Thursday,19:00:00,1,7892.126,34181.15675,31255.891000000003,39.32,73329.17375
2020-01-02 20:00:00,3.9,0,0.6,2020-01-02,Thursday,20:00:00,1,7881.6855000000005,32105.881999999998,32060.9105,34.06,72048.478
2020-01-02 21:00:00,4.1,0,0.7,2020-01-02,Thursday,21:00:00,1,7885.75975,30613.41625,32259.5315,32.22,70758.7075
2020-01-02 22:00:00,4.2,0,0.9,2020-01-02,Thursday,22:00:00,1,7880.718,27434.3245,32480.023,24.99,67795.0655
2020-01-02 23:00:00,4.3,0,1.1,2020-01-02,Thursday,23:00:00,1,7877.43125,27172.68975,33609.49375,21.47,68659.61475000001
2020-01-03 00:00:00,4.4,0,1.3,2020-01-03,Friday,00:00:00,1,7885.547500000001,26176.352750000002,34859.64725,13.04,68921.5475
2020-01-03 01:00:00,4.5,0,1.4,2020-01-03,Friday,01:00:00,1,7876.24125,25363.603499999997,35663.2315,1.53,68903.07625
2020-01-03 02:00:00,4.6,0,1.7,2020-01-03,Friday,02:00:00,1,7828.869000000001,25207.56475,36508.069,0.14,69544.50275
2020-01-03 03:00:00,4.7,0,1.9,2020-01-03,Friday,03:00:00,1,7735.504,25189.1285,37757.352,0.85,70681.98449999999
2020-01-03 04:00:00,4.8,0,2.1,2020-01-03,Friday,04:00:00,1,7724.026,25667.03625,38900.0925,9.92,72291.15475
2020-01-03 05:00:00,4.8,0,2.3,2020-01-03,Friday,05:00:00,1,7752.32875,26984.418,40456.5025,24.48,75193.24925
2020-01-03 06:00:00,4.9,0,2.5,2020-01-03,Friday,06:00:00,1,7692.373500000001,29155.678499999998,41254.26525,26.68,78102.31725
2020-01-03 07:00:00,5.0,0,2.7,2020-01-03,Friday,07:00:00,1,7608.509,30043.427,41870.199250000005,28.81,79522.13525
2020-01-03 08:00:00,5.1,16,3.1,2020-01-03,Friday,08:00:00,1,7759.82,30779.004,42786.060750000004,29.28,81324.88475
2020-01-03 09:00:00,5.3,50,3.6,2020-01-03,Friday,09:00:00,1,7766.5265,31002.67775,44303.24325,28.85,83072.44750000001
2020-01-03 10:00:00,5.4,77,4.3,2020-01-03,Friday,10:00:00,1,7721.85625,31311.98125,45280.100999999995,31.8,84313.9385
2020-01-03 11:00:00,5.6,80,4.9,2020-01-03,Friday,11:00:00,1,7745.80975,31726.8025,43864.02575,37.94,83336.638
2020-01-03 12:00:00,5.6,73,5.4,2020-01-03,Friday,12:00:00,1,7724.713,31346.99275,42866.99375,37.9,81938.6995
2020-01-03 13:00:00,5.6,56,5.8,2020-01-03,Friday,13:00:00,1,7693.4535,30825.4555,42263.5275,38.11,80782.4365
2020-01-03 14:00:00,5.6,34,5.9,2020-01-03,Friday,14:00:00,1,7671.629,30669.103,41019.6215,37.91,79360.3535
2020-01-03 15:00:00,5.6,11,5.9,2020-01-03,Friday,15:00:00,1,7599.7029999999995,31108.42225,41814.59825,38.44,80522.72350000001
2020-01-03 16:00:00,5.5,0,5.9,2020-01-03,Friday,16:00:00,1,7473.54325,30740.23375,42490.33075,40.47,80704.10775
2020-01-03 17:00:00,5.6,0,5.9,2020-01-03,Friday,17:00:00,1,7163.803,29900.5705,43722.7195,41.35,80787.093
2020-01-03 18:00:00,5.7,0,6.0,2020-01-03,Friday,18:00:00,1,7062.03675,28278.1865,43218.36575,33.37,78558.58899999999
2020-01-03 19:00:00,5.7,0,5.9,2020-01-03,Friday,19:00:00,1,7528.5195,27809.50675,42309.58575,28.89,77647.612
2020-01-03 20:00:00,5.7,0,5.7,2020-01-03,Friday,20:00:00,1,7632.86775,26267.066,41432.39925,27.7,75332.333
2020-01-03 21:00:00,5.7,0,5.7,2020-01-03,Friday,21:00:00,1,7725.4130000000005,25342.35525,40780.0315,25.7,73847.79975
2020-01-03 22:00:00,5.7,0,5.5,2020-01-03,Friday,22:00:00,1,7756.31825,24853.08025,40193.84575,22.04,72803.24425
2020-01-03 23:00:00,5.6,0,5.2,2020-01-03,Friday,23:00:00,1,7705.380999999999,23708.82525,39472.86475,22.9,70887.071
2020-01-04 00:00:00,5.5,0,4.8,2020-01-04,Saturday,00:00:00,1,7742.00275,23630.48775,38282.757,15.95,69655.2475
2020-01-04 01:00:00,5.4,0,4.4,2020-01-04,Saturday,01:00:00,1,7751.11375,24433.60325,37036.25825,16.63,69220.97525
2020-01-04 02:00:00,5.2,0,4.1,2020-01-04,Saturday,02:00:00,1,7737.14325,24557.4925,36732.929000000004,6.45,69027.56474999999
2020-01-04 03:00:00,5.2,0,3.8,2020-01-04,Saturday,03:00:00,1,7659.93575,23880.2055,38115.3445,3.83,69655.48574999999
2020-01-04 04:00:00,5.2,0,3.6,2020-01-04,Saturday,04:00:00,1,7724.398,24468.3335,39907.548500000004,0.12,72100.28
2020-01-04 05:00:00,5.4,0,3.6,2020-01-04,Saturday,05:00:00,1,7697.37,24841.60025,42028.208,0.07,74567.17825
2020-01-04 06:00:00,5.5,0,3.5,2020-01-04,Saturday,06:00:00,1,7536.2029999999995,25368.129249999998,42968.44725,19.07,75872.7795
2020-01-04 07:00:00,5.6,0,3.5,2020-01-04,Saturday,07:00:00,1,7507.598,26458.67875,44133.1935,17.49,78099.47025
2020-01-04 08:00:00,5.8,16,3.5,2020-01-04,Saturday,08:00:00,1,7291.85225,26961.43625,46547.805250000005,23.98,80801.09375
2020-01-04 09:00:00,6.0,49,3.7,2020-01-04,Saturday,09:00:00,1,7243.94275,26292.7415,48841.4235,8.8,82378.10775
2020-01-04 10:00:00,6.4,68,4.0,2020-01-04,Saturday,10:00:00,1,7264.60175,26593.17825,50455.93775,17.95,84313.71775
2020-01-04 11:00:00,6.7,75,4.1,2020-01-04,Saturday,11:00:00,1,7304.37025,26952.67975,51120.7215,19.5,85377.7715
2020-01-04 12:00:00,6.9,88,4.2,2020-01-04,Saturday,12:00:00,1,7308.29475,26707.20075,50379.00075,13.74,84394.49625
2020-01-04 13:00:00,7.0,65,4.2,2020-01-04,Saturday,13:00:00,1,7276.15725,27389.52475,48653.1125,17.42,83318.7945
2020-01-04 14:00:00,7.1,37,4.2,2020-01-04,Saturday,14:00:00,1,7252.353999999999,27929.75975,46359.208249999996,20.38,81541.32199999999
2020-01-04 15:00:00,6.9,12,4.1,2020-01-04,Saturday,15:00:00,1,7342.4442500000005,29095.2015,45335.79325,25.08,81773.439
2020-01-04 16:00:00,6.7,0,3.8,2020-01-04,Saturday,16:00:00,1,7370.1125,31037.0965,44086.80175,28.88,82494.01075
2020-01-04 17:00:00,6.5,0,3.7,2020-01-04,Saturday,17:00:00,1,7513.929,31645.79475,42128.32275,32.02,81288.0465
2020-01-04 18:00:00,6.2,0,3.6,2020-01-04,Saturday,18:00:00,1,7568.1807499999995,31352.855,39252.42675,35.35,78173.4625
2020-01-04 19:00:00,5.9,0,3.4,2020-01-04,Saturday,19:00:00,1,7557.24225,31642.010000000002,36423.89275,29.98,75623.145
2020-01-04 20:00:00,5.6,0,3.2,2020-01-04,Saturday,20:00:00,1,7669.342,31446.89975,32873.38775,34.46,71989.6295
2020-01-04 21:00:00,5.2,0,3.0,2020-01-04,Saturday,21:00:00,1,7898.5377499999995,32170.856249999997,29225.3345,39.75,69294.7285
2020-01-04 22:00:00,4.9,0,2.7,2020-01-04,Saturday,22:00:00,1,7898.77775,32101.093249999998,26603.12275,37.95,66602.99375
2020-01-04 23:00:00,4.6,0,2.5,2020-01-04,Saturday,23:00:00,1,7830.15625,30345.9065,24322.046,33.1,62498.10875
2020-01-05 00:00:00,4.2,0,2.3,2020-01-05,Sunday,00:00:00,1,7805.65725,30118.5175,22479.839500000002,32.28,60404.01425
2020-01-05 01:00:00,4.0,0,2.2,2020-01-05,Sunday,01:00:00,1,7978.6925,29438.57825,20939.7205,31.18,58356.99125
2020-01-05 02:00:00,3.7,0,2.1,2020-01-05,Sunday,02:00:00,1,8077.8115,29654.59525,19822.57,30.1,57554.97675
2020-01-05 03:00:00,3.5,0,1.9,2020-01-05,Sunday,03:00:00,1,8075.802,29752.65625,19036.15875,29.96,56864.617
2020-01-05 04:00:00,3.3,0,1.6,2020-01-05,Sunday,04:00:00,1,8069.49525,29899.12125,18739.46325,29.88,56708.07975
2020-01-05 05:00:00,3.1,0,1.4,2020-01-05,Sunday,05:00:00,1,8074.66725,30391.952,18390.42625,30.38,56857.04550000001
2020-01-05 06:00:00,2.8,0,1.2,2020-01-05,Sunday,06:00:00,1,8073.47225,31217.34775,17910.292,31.15,57201.112
2020-01-05 07:00:00,2.6,0,1.0,2020-01-05,Sunday,07:00:00,1,8075.1645,32000.33525,17784.49625,32.09,57859.996
2020-01-05 08:00:00,2.4,30,1.1,2020-01-05,Sunday,08:00:00,1,8055.7275,33043.24725,19504.081,34.27,60603.05575
2020-01-05 09:00:00,2.4,91,1.8,2020-01-05,Sunday,09:00:00,1,8067.9755000000005,33510.959,21610.715,37.53,63189.6495
2020-01-05 10:00:00,2.4,130,2.5,2020-01-05,Sunday,10:00:00,1,8074.05225,34021.056,23174.57525,38.99,65269.6835
2020-01-05 11:00:00,2.6,146,3.2,2020-01-05,Sunday,11:00:00,1,8068.7305,33747.93525,23069.73775,38.15,64886.4035
2020-01-05 12:00:00,2.7,140,3.6,2020-01-05,Sunday,12:00:00,1,8066.78575,33753.26975,22199.62625,35.37,64019.68175
2020-01-05 13:00:00,2.8,113,3.9,2020-01-05,Sunday,13:00:00,1,8063.5315,33984.679,21079.13325,34.44,63127.34375
2020-01-05 14:00:00,2.8,64,3.9,2020-01-05,Sunday,14:00:00,1,8031.81625,34341.172999999995,20215.5455,36.1,62588.53475
2020-01-05 15:00:00,2.7,21,3.6,2020-01-05,Sunday,15:00:00,1,7967.126749999999,34713.7715,21230.5845,40.59,63911.48275
2020-01-05 16:00:00,2.7,0,3.2,2020-01-05,Sunday,16:00:00,1,7958.22075,35423.6915,23195.500500000002,44.68,66577.41275
2020-01-05 17:00:00,2.8,0,2.9,2020-01-05,Sunday,17:00:00,1,7895.46825,35654.19425,24296.502,46.16,67846.1645
2020-01-05 18:00:00,2.9,0,2.6,2020-01-05,Sunday,18:00:00,1,7846.15125,35481.87125,24410.8275,44.62,67738.85
2020-01-05 19:00:00,3.0,0,2.5,2020-01-05,Sunday,19:00:00,1,7817.94575,34995.26475,25229.98575,39.5,68043.19625
2020-01-05 20:00:00,3.0,0,2.4,2020-01-05,Sunday,20:00:00,1,7822.0175,35380.67425,25815.4265,35.76,69018.11825
2020-01-05 21:00:00,3.1,0,2.3,2020-01-05,Sunday,21:00:00,1,7814.79875,34649.6285,25703.06625,36.49,68167.4935
2020-01-05 22:00:00,3.1,0,2.2,2020-01-05,Sunday,22:00:00,1,7773.52275,33947.22975,25540.03575,30.49,67260.78825
2020-01-05 23:00:00,3.2,0,2.1,2020-01-05,Sunday,23:00:00,1,7760.3675,33122.97875,25848.074249999998,29.16,66731.42050000001
2020-01-06 00:00:00,3.2,0,2.0,2020-01-06,Monday,00:00:00,1,7755.5055,32647.285499999998,25173.89475,29.0,65576.68575
2020-01-06 01:00:00,3.2,0,1.9,2020-01-06,Monday,01:00:00,1,7766.7837500000005,32785.49925,24685.714,29.08,65237.997
2020-01-06 02:00:00,3.1,0,1.8,2020-01-06,Monday,02:00:00,1,7747.527,32602.0275,24319.3535,27.72,64668.908
2020-01-06 03:00:00,3.1,0,1.7,2020-01-06,Monday,03:00:00,1,7754.411,33586.424,24333.931,27.03,65674.766
2020-01-06 04:00:00,3.0,0,1.5,2020-01-06,Monday,04:00:00,1,7759.105,35861.78525,23910.13775,28.98,67531.02799999999
2020-01-06 05:00:00,3.0,0,1.5,2020-01-06,Monday,05:00:00,1,7785.10075,38370.775499999996,23132.557249999998,33.18,69288.4335
2020-01-06 06:00:00,3.0,0,1.4,2020-01-06,Monday,06:00:00,1,7787.0805,40781.902,22361.805500000002,43.13,70930.788
2020-01-06 07:00:00,2.9,1,1.3,2020-01-06,Monday,07:00:00,1,7796.8765,41854.15975,21946.411,44.52,71597.44725
2020-01-06 08:00:00,2.9,23,1.3,2020-01-06,Monday,08:00:00,1,7799.5185,42388.78375,24087.425499999998,44.96,74275.72774999999
2020-01-06 09:00:00,3.0,67,1.8,2020-01-06,Monday,09:00:00,1,7799.696,42395.42675,26760.81775,44.0,76955.9405
2020-01-06 10:00:00,3.1,113,2.5,2020-01-06,Monday,10:00:00,1,7802.71075,43083.466,28263.279,42.46,79149.45575
2020-01-06 11:00:00,3.3,140,3.1,2020-01-06,Monday,11:00:00,1,7968.109,43254.89525,29329.59675,41.3,80552.601
2020-01-06 12:00:00,3.5,137,3.6,2020-01-06,Monday,12:00:00,1,8069.568,42777.5975,28546.02475,40.51,79393.19025
2020-01-06 13:00:00,3.5,114,3.9,2020-01-06,Monday,13:00:00,1,8072.03725,43370.489,26160.96625,41.22,77603.4925
2020-01-06 14:00:00,3.4,74,3.9,2020-01-06,Monday,14:00:00,1,8074.5244999999995,43574.87525,22916.9715,43.28,74566.37125
2020-01-06 15:00:00,3.2,25,3.4,2020-01-06,Monday,15:00:00,1,8073.07475,43850.02975,22371.01,43.68,74294.1145
2020-01-06 16:00:00,3.2,1,2.3,2020-01-06,Monday,16:00:00,1,8073.7072499999995,44380.28475,24312.89,47.9,76766.882
2020-01-06 17:00:00,3.2,0,1.7,2020-01-06,Monday,17:00:00,1,8076.2395,44666.6065,25813.155,48.91,78556.001
2020-01-06 18:00:00,3.3,0,1.3,2020-01-06,Monday,18:00:00,1,8073.7294999999995,45005.85375,26831.97325,45.04,79911.5565
2020-01-06 19:00:00,3.4,0,1.0,2020-01-06,Monday,19:00:00,1,8066.581,43874.71275,27858.60825,40.28,79799.902
2020-01-06 20:00:00,3.5,0,0.9,2020-01-06,Monday,20:00:00,1,8068.157999999999,40987.5265,28634.619,33.89,77690.30350000001
2020-01-06 21:00:00,3.6,0,0.7,2020-01-06,Monday,21:00:00,1,8070.655,39763.817,28894.09725,33.58,76728.56925
2020-01-06 22:00:00,3.6,0,0.5,2020-01-06,Monday,22:00:00,1,8067.09575,37360.522750000004,29233.17125,32.41,74660.78975
2020-01-06 23:00:00,3.7,0,0.4,2020-01-06,Monday,23:00:00,1,8072.2325,36592.11825,29761.40375,30.75,74425.75450000001
2020-01-07 00:00:00,3.8,0,0.4,2020-01-07,Tuesday,00:00:00,1,8069.6052500000005,36731.610499999995,29240.44025,31.03,74041.656
2020-01-07 01:00:00,3.8,0,0.4,2020-01-07,Tuesday,01:00:00,1,8079.516,35785.32175,28858.074,29.88,72722.91175
2020-01-07 02:00:00,3.7,0,0.5,2020-01-07,Tuesday,02:00:00,1,8037.82025,35281.9795,28942.04725,29.0,72261.847
2020-01-07 03:00:00,3.8,0,0.7,2020-01-07,Tuesday,03:00:00,1,8004.11825,36342.00825,28957.029,29.65,73303.1555
2020-01-07 04:00:00,3.8,0,0.9,2020-01-07,Tuesday,04:00:00,1,8046.45925,39298.89825,28539.69625,31.78,75885.05374999999
2020-01-07 05:00:00,3.7,0,1.2,2020-01-07,Tuesday,05:00:00,1,8061.43425,44737.1155,27956.0395,40.87,80754.58925
2020-01-07 06:00:00,3.7,0,1.5,2020-01-07,Tuesday,06:00:00,1,8060.4095,49350.4655,26875.638,49.01,84286.513
2020-01-07 07:00:00,3.8,0,1.8,2020-01-07,Tuesday,07:00:00,1,8065.58825,50333.28725,25042.531,51.09,83441.4065
2020-01-07 08:00:00,3.8,15,2.2,2020-01-07,Tuesday,08:00:00,1,8070.805249999999,51509.0465,23176.56275,51.12,82756.4145
2020-01-07 09:00:00,3.7,48,2.6,2020-01-07,Tuesday,09:00:00,1,8066.3235,51372.33225,22616.62375,49.83,82055.2795
2020-01-07 10:00:00,3.7,79,3.2,2020-01-07,Tuesday,10:00:00,1,8057.22,51092.62625,22771.1835,49.16,81921.02974999999
2020-01-07 11:00:00,3.7,88,3.8,2020-01-07,Tuesday,11:00:00,1,7986.08375,50159.10725,25333.908499999998,48.43,83479.0995
2020-01-07 12:00:00,3.8,95,4.2,2020-01-07,Tuesday,12:00:00,1,8029.87175,49922.3525,27082.33175,47.99,85034.556
2020-01-07 13:00:00,3.9,83,4.6,2020-01-07,Tuesday,13:00:00,1,7890.86875,50366.89825,26796.855499999998,47.41,85054.6225
2020-01-07 14:00:00,3.8,53,4.7,2020-01-07,Tuesday,14:00:00,1,7685.7465,49983.029500000004,25784.313000000002,45.87,83453.089
2020-01-07 15:00:00,3.6,18,4.6,2020-01-07,Tuesday,15:00:00,1,7686.064,50502.61625,26112.9075,45.9,84301.58775
2020-01-07 16:00:00,3.3,0,4.2,2020-01-07,Tuesday,16:00:00,1,7682.84725,50788.31625,28781.2125,47.96,87252.37599999999
2020-01-07 17:00:00,3.3,0,3.8,2020-01-07,Tuesday,17:00:00,1,7681.5975,49982.90125,31139.4,48.11,88803.89875
2020-01-07 18:00:00,3.5,0,3.5,2020-01-07,Tuesday,18:00:00,1,7680.1627499999995,48455.98525,32877.43875,43.63,89013.58675
2020-01-07 19:00:00,3.8,0,3.3,2020-01-07,Tuesday,19:00:00,1,7591.38975,45077.3825,34472.208,33.6,87140.98025
2020-01-07 20:00:00,4.0,0,3.2,2020-01-07,Tuesday,20:00:00,1,7461.407499999999,40961.55575,35455.8785,32.93,83878.84175
2020-01-07 21:00:00,4.2,0,3.1,2020-01-07,Tuesday,21:00:00,1,7468.519,37980.93675,35480.55825,31.29,80930.014
2020-01-07 22:00:00,4.4,0,3.0,2020-01-07,Tuesday,22:00:00,1,7548.38375,32565.5555,36365.73275,26.28,76479.67199999999
2020-01-07 23:00:00,4.5,0,2.9,2020-01-07,Tuesday,23:00:00,1,7700.99675,30112.88375,37502.38975,18.95,75316.27025
2020-01-08 00:00:00,4.6,0,2.9,2020-01-08,Wednesday,00:00:00,1,7691.001,29038.461,38414.729250000004,4.96,75144.19125
2020-01-08 01:00:00,4.7,0,2.9,2020-01-08,Wednesday,01:00:00,1,7631.37775,28306.413,38987.5855,0.1,74925.37625
2020-01-08 02:00:00,4.8,0,3.0,2020-01-08,Wednesday,02:00:00,1,7675.5385,28124.405749999998,38863.1965,0.11,74663.14074999999
2020-01-08 03:00:00,4.9,0,3.0,2020-01-08,Wednesday,03:00:00,1,7711.91525,28690.44175,38474.801,1.75,74877.158
2020-01-08 04:00:00,4.8,0,3.2,2020-01-08,Wednesday,04:00:00,1,7711.1205,32103.7185,38444.066999999995,20.74,78258.906
2020-01-08 05:00:00,4.8,0,3.3,2020-01-08,Wednesday,05:00:00,1,7711.06525,36992.37325,38465.207,25.57,83168.6455
2020-01-08 06:00:00,4.9,0,3.5,2020-01-08,Wednesday,06:00:00,1,7712.055,44888.395749999996,38918.08075,32.47,91518.53150000001
2020-01-08 07:00:00,4.9,0,3.7,2020-01-08,Wednesday,07:00:00,1,7706.736,47363.63575,38956.45025,33.07,94026.822
2020-01-08 08:00:00,4.8,11,4.0,2020-01-08,Wednesday,08:00:00,1,7704.7535,48328.673500000004,39492.38925,33.05,95525.81625
2020-01-08 09:00:00,4.8,34,4.3,2020-01-08,Wednesday,09:00:00,1,7705.9935000000005,49431.1775,40092.36325,34.18,97229.53425
2020-01-08 10:00:00,4.8,60,4.8,2020-01-08,Wednesday,10:00:00,1,7708.5509999999995,50350.29225,39622.8805,39.63,97681.72375
2020-01-08 11:00:00,4.8,62,5.3,2020-01-08,Wednesday,11:00:00,1,7792.05975,50476.69675,37859.801,41.35,96128.5575
2020-01-08 12:00:00,4.8,60,5.8,2020-01-08,Wednesday,12:00:00,1,7855.0822499999995,50987.99075,35434.027,44.83,94277.1
2020-01-08 13:00:00,4.6,47,6.2,2020-01-08,Wednesday,13:00:00,1,7855.89725,51752.67175,32484.26175,46.04,92092.83075
2020-01-08 14:00:00,4.5,31,6.4,2020-01-08,Wednesday,14:00:00,1,7883.80775,52036.094,28916.4395,46.33,88836.34125
2020-01-08 15:00:00,4.2,11,6.5,2020-01-08,Wednesday,15:00:00,1,7894.185750000001,52746.8655,25670.893,47.9,86311.94425
2020-01-08 16:00:00,3.9,0,6.3,2020-01-08,Wednesday,16:00:00,1,8020.151,53603.80325,23616.51625,51.21,85240.4705
2020-01-08 17:00:00,3.7,0,6.3,2020-01-08,Wednesday,17:00:00,1,8035.4482499999995,53549.26475,22386.748,55.92,83971.46100000001
2020-01-08 18:00:00,3.5,0,6.2,2020-01-08,Wednesday,18:00:00,1,8034.381,53387.449,21486.46675,53.69,82908.29675000001
2020-01-08 19:00:00,3.4,0,6.2,2020-01-08,Wednesday,19:00:00,1,8031.67375,52652.5685,20497.9145,48.1,81182.15675
2020-01-08 20:00:00,3.3,0,6.2,2020-01-08,Wednesday,20:00:00,1,8036.89575,51997.060750000004,19328.54575,44.92,79362.50225
2020-01-08 21:00:00,3.1,0,6.2,2020-01-08,Wednesday,21:00:00,1,8047.394,49670.74275,17917.917,41.67,75636.05375
2020-01-08 22:00:00,3.0,0,6.2,2020-01-08,Wednesday,22:00:00,1,8048.82625,46167.986000000004,16455.21475,39.41,70672.027
2020-01-08 23:00:00,2.9,0,6.2,2020-01-08,Wednesday,23:00:00,1,8050.11575,43368.3,15155.50675,34.08,66573.9225
2020-01-09 00:00:00,2.8,0,6.1,2020-01-09,Thursday,00:00:00,1,8053.00825,41861.8215,14360.4615,32.2,64275.29125
